Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Keilor East,3,h,880000,S,Nelson,2016-12-10 00:00:00,12.8,3033,3,1,2,584,Moonee Valley,-37.7435,144.8798,Western Metropolitan,5629
Keilor East,3,u,580000,S,Rendina,2016-12-10 00:00:00,12.8,3033,3,2,2,112,Moonee Valley,-37.7434,144.881,Western Metropolitan,5629
Keilor East,4,t,886000,S,Barry,2016-12-10 00:00:00,12.8,3033,4,3,1,322,Moonee Valley,-37.7293,144.8659,Western Metropolitan,5629
Keilor East,4,h,970000,S,Nelson,2016-12-10 00:00:00,12.8,3033,4,2,4,659,Moonee Valley,-37.7467,144.8683,Western Metropolitan,5629
Keilor East,4,h,920000,SP,Brad,2016-12-10 00:00:00,12.8,3033,4,2,2,745,Moonee Valley,-37.7479,144.8805,Western Metropolitan,5629
Keilor East,3,h,625000,S,Harcourts,2016-12-10 00:00:00,12.8,3033,3,1,2,539,Moonee Valley,-37.7452,144.8511,Western Metropolitan,5629
Keilor East,3,h,825000,S,Nelson,2016-12-10 00:00:00,12.8,3033,3,3,1,318,Moonee Valley,-37.7338,144.8662,Western Metropolitan,5629
Keilor East,3,h,695000,S,Moonee,2017-02-11 00:00:00,12.8,3033,3,1,1,564,Moonee Valley,-37.7445,144.8511,Western Metropolitan,5629
Keilor East,3,h,915000,S,Nelson,2017-03-11 00:00:00,12.8,3033,3,1,2,610,Moonee Valley,-37.7359,144.868,Western Metropolitan,5629
Keilor East,3,h,976000,S,Nelson,2016-11-12 00:00:00,12.8,3033,3,3,2,605,Moonee Valley,-37.7459,144.8788,Western Metropolitan,5629
Keilor East,2,t,520000,S,Barry,2016-11-12 00:00:00,12.8,3033,2,2,2,54,Moonee Valley,-37.7384,144.8768,Western Metropolitan,5629
Keilor East,4,h,1420000,S,Barry,2016-11-12 00:00:00,12.8,3033,4,2,2,613,Moonee Valley,-37.7453,144.8721,Western Metropolitan,5629
Keilor East,3,h,900000,S,Nelson,2016-11-12 00:00:00,12.8,3033,3,1,1,713,Moonee Valley,-37.7301,144.8671,Western Metropolitan,5629
Keilor East,2,u,470000,VB,Nelson,2016-08-13 00:00:00,12.8,3033,2,1,1,218,Moonee Valley,-37.7337,144.8617,Western Metropolitan,5629
Keilor East,5,h,1100000,PI,Brad,2016-05-14 00:00:00,12.8,3033,4,2,2,781,Moonee Valley,-37.7497,144.8746,Western Metropolitan,5629
Keilor East,3,u,470000,SP,Brad,2016-05-14 00:00:00,12.8,3033,3,1,1,254,Moonee Valley,-37.748,144.863,Western Metropolitan,5629
Keilor East,2,h,380000,S,Nelson,2016-05-14 00:00:00,12.8,3033,2,1,1,116,Moonee Valley,-37.748,144.8696,Western Metropolitan,5629
Keilor East,3,u,560000,S,Moonee,2016-05-14 00:00:00,12.8,3033,3,1,2,352,Moonee Valley,-37.7459,144.8673,Western Metropolitan,5629
Keilor East,4,h,1010000,S,Barry,2016-05-14 00:00:00,12.8,3033,4,2,2,776,Moonee Valley,-37.7502,144.8745,Western Metropolitan,5629
Keilor East,3,h,740000,S,Nelson,2016-10-15 00:00:00,12.8,3033,3,1,2,684,Moonee Valley,-37.7426,144.8599,Western Metropolitan,5629
Keilor East,3,h,630000,S,Nelson,2016-04-16 00:00:00,12.8,3033,2,2,1,221,Moonee Valley,-37.7504,144.8594,Western Metropolitan,5629
Keilor East,4,h,835000,S,Nelson,2016-04-16 00:00:00,12.8,3033,4,2,3,708,Moonee Valley,-37.7452,144.8652,Western Metropolitan,5629
Keilor East,3,t,705000,S,Barry,2016-04-16 00:00:00,12.8,3033,3,2,1,440,Moonee Valley,-37.7517,144.8776,Western Metropolitan,5629
Keilor East,3,t,680000,SP,Nelson,2017-03-18 00:00:00,12.8,3033,3,2,2,224,Moonee Valley,-37.749,144.8599,Western Metropolitan,5629
Keilor East,4,h,871000,S,Nelson,2016-06-18 00:00:00,12.8,3033,4,2,2,570,Moonee Valley,-37.7361,144.8691,Western Metropolitan,5629
Keilor East,5,h,808000,S,Nelson,2016-06-18 00:00:00,12.8,3033,5,2,2,561,Moonee Valley,-37.748,144.8552,Western Metropolitan,5629
Keilor East,3,h,891000,S,Nelson,2016-06-18 00:00:00,12.8,3033,3,3,1,292,Moonee Valley,-37.7505,144.8657,Western Metropolitan,5629
Keilor East,3,h,785000,S,Barry,2016-06-18 00:00:00,12.8,3033,3,1,2,606,Moonee Valley,-37.7311,144.8663,Western Metropolitan,5629
Keilor East,3,h,695000,S,Barry,2016-11-19 00:00:00,12.8,3033,3,2,2,716,Moonee Valley,-37.734,144.8593,Western Metropolitan,5629
Keilor East,4,t,807000,S,Brad,2016-05-22 00:00:00,12.8,3033,4,2,2,319,Moonee Valley,-37.7393,144.8648,Western Metropolitan,5629
Keilor East,2,u,502000,S,Nelson,2016-05-22 00:00:00,12.8,3033,5,1,2,0,Moonee Valley,-37.7346,144.8646,Western Metropolitan,5629
Keilor East,4,h,770000,S,Nelson,2016-05-22 00:00:00,12.8,3033,4,2,2,546,Moonee Valley,-37.7428,144.8536,Western Metropolitan,5629
Keilor East,5,h,700000,PI,Nelson,2016-05-22 00:00:00,12.8,3033,4,2,2,629,Moonee Valley,-37.7423,144.869,Western Metropolitan,5629
Keilor East,3,h,570000,SP,HAR,2016-05-22 00:00:00,12.8,3033,3,1,2,542,Moonee Valley,-37.7408,144.8553,Western Metropolitan,5629
Keilor East,4,h,830000,S,Moonee,2016-08-22 00:00:00,12.8,3033,4,2,2,686,Moonee Valley,-37.7394,144.8628,Western Metropolitan,5629
Keilor East,3,h,600000,S,Bells,2016-08-22 00:00:00,12.8,3033,3,1,1,565,Moonee Valley,-37.7498,144.8585,Western Metropolitan,5629
Keilor East,3,h,825000,S,Nelson,2016-04-23 00:00:00,12.8,3033,3,2,1,630,Moonee Valley,-37.7378,144.8705,Western Metropolitan,5629
Keilor East,4,h,680000,S,Barry,2016-04-23 00:00:00,12.8,3033,4,2,2,545,Brimbank,-37.742,144.8523,Western Metropolitan,5629
Keilor East,3,h,720000,SP,Brad,2016-09-24 00:00:00,12.8,3033,3,1,2,639,Moonee Valley,-37.7334,144.8638,Western Metropolitan,5629
Keilor East,4,h,735000,SP,Nelson,2016-09-24 00:00:00,12.8,3033,4,2,2,547,Moonee Valley,-37.7381,144.8554,Western Metropolitan,5629
Keilor East,3,h,875000,PI,Barry,2016-07-26 00:00:00,12.8,3033,3,2,2,928,Moonee Valley,-37.7362,144.8643,Western Metropolitan,5629
Keilor East,3,h,601200,S,Nelson,2016-06-27 00:00:00,12.8,3033,4,1,1,554,Moonee Valley,-37.7303,144.8636,Western Metropolitan,5629
Keilor East,3,h,695000,S,Barry,2016-06-27 00:00:00,12.8,3033,3,1,3,0,Brimbank,-37.7483,144.85,Western Metropolitan,5629
Keilor East,3,h,680000,S,Nelson,2016-06-27 00:00:00,12.8,3033,3,1,2,558,Moonee Valley,-37.7305,144.8646,Western Metropolitan,5629
Keilor East,3,t,660000,PI,Barry,2016-11-27 00:00:00,12.8,3033,3,2,1,265,Moonee Valley,-37.7444,144.8763,Western Metropolitan,5629
Keilor East,3,h,650000,S,Nelson,2016-11-27 00:00:00,12.8,3033,3,2,2,176,Moonee Valley,-37.7432,144.8816,Western Metropolitan,5629
Keilor East,3,h,900000,S,Nelson,2016-11-27 00:00:00,12.8,3033,3,1,2,600,Moonee Valley,-37.7312,144.8685,Western Metropolitan,5629
Keilor East,3,h,823000,S,Nelson,2016-11-27 00:00:00,12.8,3033,3,1,2,538,Moonee Valley,-37.7486,144.8778,Western Metropolitan,5629
Keilor East,4,h,847000,S,Brad,2016-05-28 00:00:00,12.8,3033,4,3,2,579,Moonee Valley,-37.7368,144.8689,Western Metropolitan,5629
Keilor East,3,h,705000,S,Nelson,2016-05-28 00:00:00,12.8,3033,3,1,2,616,Moonee Valley,-37.7449,144.8533,Western Metropolitan,5629
Keilor East,3,t,710000,SP,Nelson,2016-08-28 00:00:00,12.8,3033,3,2,1,320,Moonee Valley,-37.7415,144.8668,Western Metropolitan,5629
Keilor East,4,h,732000,S,Nelson,2016-08-28 00:00:00,12.8,3033,4,2,2,544,Moonee Valley,-37.7479,144.8763,Western Metropolitan,5629
Keilor East,3,h,715000,SP,Moonee,2016-07-30 00:00:00,12.8,3033,3,2,4,598,Moonee Valley,-37.7487,144.8526,Western Metropolitan,5629
Kensington,3,h,785000,S,Nelson,2016-09-03 00:00:00,4.2,3031,2,1,1,258,Melbourne,-37.7906,144.924,Northern Metropolitan,5263
Kensington,3,h,852000,S,Nelson,2016-09-03 00:00:00,4.2,3031,3,1,1,166,Melbourne,-37.7929,144.9197,Northern Metropolitan,5263
Kensington,3,h,1037000,S,Rendina,2016-09-03 00:00:00,4.2,3031,3,1,1,188,Melbourne,-37.7953,144.9275,Northern Metropolitan,5263
Kensington,2,h,775000,S,Jellis,2016-12-03 00:00:00,4.2,3031,2,1,0,150,Melbourne,-37.7963,144.935,Northern Metropolitan,5263
Kensington,3,h,1470000,S,Nelson,2017-03-04 00:00:00,4.2,3031,3,1,1,199,Melbourne,-37.7957,144.932,Northern Metropolitan,5263
Kensington,2,u,630000,S,Nelson,2017-03-04 00:00:00,4.2,3031,2,2,1,0,Melbourne,-37.7886,144.9328,Northern Metropolitan,5263
Kensington,3,t,845000,S,Nelson,2017-03-04 00:00:00,4.2,3031,3,2,1,132,Moonee Valley,-37.7907,144.9247,Northern Metropolitan,5263
Kensington,2,u,492500,S,Pagan,2016-06-04 00:00:00,4.2,3031,2,1,1,0,Melbourne,-37.7974,144.9261,Northern Metropolitan,5263
Kensington,2,u,420000,VB,Alexkarbon,2016-06-04 00:00:00,4.2,3031,2,1,1,0,Melbourne,-37.794,144.923,Northern Metropolitan,5263
Kensington,2,t,650000,S,Nelson,2016-06-04 00:00:00,4.2,3031,2,1,1,79,Melbourne,-37.7914,144.9344,Northern Metropolitan,5263
Kensington,3,h,1050000,S,Edward,2016-06-04 00:00:00,4.2,3031,3,1,1,274,Melbourne,-37.7984,144.929,Northern Metropolitan,5263
Kensington,3,h,1291000,SP,Edward,2016-08-06 00:00:00,4.2,3031,3,1,1,416,Melbourne,-37.7946,144.924,Northern Metropolitan,5263
Kensington,2,u,420000,SP,Nelson,2016-08-06 00:00:00,4.2,3031,2,1,1,0,Melbourne,-37.7899,144.9231,Northern Metropolitan,5263
Kensington,3,h,961000,S,Jellis,2016-05-07 00:00:00,4.2,3031,3,1,1,235,Melbourne,-37.7925,144.9323,Northern Metropolitan,5263
Kensington,3,h,1271000,S,Edward,2016-05-07 00:00:00,4.2,3031,3,1,1,284,Melbourne,-37.7938,144.9228,Northern Metropolitan,5263
Kensington,3,h,1010000,PI,Edward,2016-05-07 00:00:00,4.2,3031,3,1,0,234,Melbourne,-37.7923,144.9332,Northern Metropolitan,5263
Kensington,2,t,750000,S,Rendina,2016-05-07 00:00:00,4.2,3031,2,1,1,325,Melbourne,-37.7976,144.9213,Northern Metropolitan,5263
Kensington,4,h,1675000,S,Rendina,2016-05-07 00:00:00,4.2,3031,4,2,2,279,Melbourne,-37.797,144.9303,Northern Metropolitan,5263
Kensington,2,h,905000,S,Edward,2016-10-08 00:00:00,4.2,3031,2,2,1,138,Melbourne,-37.799,144.9276,Northern Metropolitan,5263
Kensington,2,h,960000,S,Nelson,2016-10-08 00:00:00,4.2,3031,2,1,1,174,Melbourne,-37.7959,144.9343,Northern Metropolitan,5263
Kensington,2,h,1031000,SP,Woodards,2016-10-08 00:00:00,4.2,3031,2,1,1,163,Melbourne,-37.7929,144.9287,Northern Metropolitan,5263
Kensington,3,t,918000,SP,Nelson,2016-10-08 00:00:00,4.2,3031,3,2,1,788,Melbourne,-37.7938,144.9186,Northern Metropolitan,5263
Kensington,3,h,870000,S,Greg,2016-10-08 00:00:00,4.2,3031,3,1,1,211,Melbourne,-37.7891,144.926,Northern Metropolitan,5263
Kensington,3,h,1165000,S,Nelson,2016-09-10 00:00:00,4.2,3031,3,1,0,239,Melbourne,-37.7923,144.9324,Northern Metropolitan,5263
Kensington,5,h,1710000,PI,Nelson,2016-09-10 00:00:00,4.2,3031,5,2,2,566,Melbourne,-37.7893,144.933,Northern Metropolitan,5263
Kensington,1,u,360000,VB,Dingle,2016-12-10 00:00:00,4.2,3031,1,1,1,4267,Melbourne,-37.7966,144.9254,Northern Metropolitan,5263
Kensington,3,h,1455000,S,Jellis,2016-12-10 00:00:00,4.2,3031,3,1,0,275,Melbourne,-37.7954,144.9274,Northern Metropolitan,5263
Kensington,1,u,365000,VB,Edward,2016-12-10 00:00:00,4.2,3031,1,1,1,0,Melbourne,-37.7961,144.9261,Northern Metropolitan,5263
Kensington,3,u,551000,S,Woodards,2016-12-10 00:00:00,4.2,3031,3,1,1,4440,Melbourne,-37.7898,144.9233,Northern Metropolitan,5263
Kensington,2,u,442000,S,Nelson,2016-12-10 00:00:00,4.2,3031,2,2,1,3448,Melbourne,-37.7976,144.9285,Northern Metropolitan,5263
Kensington,2,h,765000,S,Nardella,2016-12-10 00:00:00,4.2,3031,2,1,2,158,Melbourne,-37.7902,144.9319,Northern Metropolitan,5263
Kensington,2,u,515000,SP,Pagan,2017-02-11 00:00:00,4.2,3031,2,1,1,3957,Melbourne,-37.7974,144.9261,Northern Metropolitan,5263
Kensington,3,u,570000,VB,Hodges,2017-03-11 00:00:00,4.2,3031,3,1,2,0,Moonee Valley,-37.7897,144.9239,Northern Metropolitan,5263
Kensington,1,u,370000,VB,Edward,2016-06-12 00:00:00,4.2,3031,1,1,1,0,Melbourne,-37.7961,144.9261,Northern Metropolitan,5263
Kensington,2,h,1005000,S,Brad,2016-11-12 00:00:00,4.2,3031,2,1,0,274,Melbourne,-37.7931,144.9247,Northern Metropolitan,5263
Kensington,2,h,1234500,SP,Nelson,2016-08-13 00:00:00,4.2,3031,2,2,2,169,Melbourne,-37.7922,144.9316,Northern Metropolitan,5263
Kensington,2,u,666000,S,Nelson,2016-08-13 00:00:00,4.2,3031,2,1,2,1111,Melbourne,-37.7896,144.9321,Northern Metropolitan,5263
Kensington,2,h,825000,S,Rendina,2016-05-14 00:00:00,4.2,3031,2,1,1,211,Melbourne,-37.7925,144.9264,Northern Metropolitan,5263
Kensington,2,t,770000,S,Rendina,2016-05-14 00:00:00,4.2,3031,2,2,1,0,Melbourne,-37.7937,144.9169,Northern Metropolitan,5263
Kensington,3,h,1135000,S,Rendina,2016-10-15 00:00:00,4.2,3031,3,1,0,0,Melbourne,-37.7957,144.932,Northern Metropolitan,5263
Kensington,4,h,975000,S,Nelson,2016-10-15 00:00:00,4.2,3031,4,3,1,0,Melbourne,-37.7941,144.919,Northern Metropolitan,5263
Kensington,2,t,812000,SP,Rendina,2016-04-16 00:00:00,4.2,3031,2,1,0,132,Melbourne,-37.7989,144.9275,Northern Metropolitan,5263
Kensington,5,h,1900000,VB,Nelson,2016-04-16 00:00:00,4.2,3031,5,2,2,566,Melbourne,-37.7893,144.933,Northern Metropolitan,5263
Kensington,1,u,445000,S,Jellis,2017-03-18 00:00:00,4.2,3031,1,1,0,0,Moonee Valley,-37.7913,144.9323,Northern Metropolitan,5263
Kensington,2,h,732000,SP,Nelson,2016-06-18 00:00:00,4.2,3031,3,2,1,94,Melbourne,-37.7934,144.9166,Northern Metropolitan,5263
Kensington,3,h,1260000,S,Nelson,2016-11-19 00:00:00,4.2,3031,3,2,2,250,Melbourne,-37.792,144.9324,Northern Metropolitan,5263
Kensington,3,h,1000000,SP,Nelson,2016-11-19 00:00:00,4.2,3031,3,2,2,211,Melbourne,-37.7926,144.9197,Northern Metropolitan,5263
Kensington,2,h,1155000,SP,Edward,2016-11-19 00:00:00,4.2,3031,2,1,1,197,Moonee Valley,-37.7918,144.9264,Northern Metropolitan,5263
Kensington,2,t,700000,S,Village,2016-11-19 00:00:00,4.2,3031,2,1,3,62,Melbourne,-37.7917,144.9231,Northern Metropolitan,5263
Kensington,3,h,813500,SP,Nelson,2016-05-22 00:00:00,4.2,3031,3,1,1,165,Melbourne,-37.7907,144.9303,Northern Metropolitan,5263
Kensington,2,u,526000,S,Nelson,2016-08-22 00:00:00,4.2,3031,2,0,0,0,Melbourne,-37.7919,144.9253,Northern Metropolitan,5263
Kensington,3,t,790000,SP,Edward,2016-08-22 00:00:00,4.2,3031,3,2,2,1181,Melbourne,-37.7982,144.9202,Northern Metropolitan,5263
Kensington,4,h,1365000,S,Edward,2016-08-22 00:00:00,4.2,3031,4,2,1,242,Moonee Valley,-37.7913,144.9275,Northern Metropolitan,5263
Kensington,2,t,700000,VB,Nelson,2016-08-22 00:00:00,4.2,3031,2,2,1,324,Melbourne,-37.7903,144.9345,Northern Metropolitan,5263
Kensington,1,u,370000,PI,Nelson,2016-08-22 00:00:00,4.2,3031,1,1,2,0,Melbourne,-37.7896,144.9321,Northern Metropolitan,5263
Kensington,3,h,1230000,S,Nelson,2016-08-22 00:00:00,4.2,3031,3,1,1,312,Melbourne,-37.793,144.934,Northern Metropolitan,5263
Kensington,2,u,460000,SP,Rendina,2016-04-23 00:00:00,4.2,3031,2,1,1,0,Melbourne,-37.7948,144.9314,Northern Metropolitan,5263
Kensington,2,u,395000,PI,Nelson,2016-04-23 00:00:00,4.2,3031,2,1,1,0,Melbourne,-37.7899,144.9231,Northern Metropolitan,5263
Kensington,5,h,1001000,S,Rendina,2016-09-24 00:00:00,4.2,3031,3,1,0,301,Melbourne,-37.7896,144.9307,Northern Metropolitan,5263
Kensington,2,h,850000,SP,Nelson,2016-09-24 00:00:00,4.2,3031,2,1,1,169,Melbourne,-37.7925,144.9315,Northern Metropolitan,5263
Kensington,3,h,1335000,S,Rendina,2017-02-25 00:00:00,4.2,3031,3,1,3,459,Melbourne,-37.7917,144.9251,Northern Metropolitan,5263
Kensington,2,h,868000,S,Nelson,2017-02-25 00:00:00,4.2,3031,2,1,1,97,Melbourne,-37.7921,144.9234,Northern Metropolitan,5263
Kensington,2,h,960000,S,Brad,2016-07-26 00:00:00,4.2,3031,2,1,0,179,Melbourne,-37.7963,144.9327,Northern Metropolitan,5263
Kensington,2,t,773000,S,Rendina,2016-07-26 00:00:00,4.2,3031,2,1,1,0,Melbourne,-37.7937,144.9295,Northern Metropolitan,5263
Kensington,2,u,631090,S,Alexkarbon,2016-06-27 00:00:00,4.2,3031,2,2,1,2136,Melbourne,-37.7956,144.935,Northern Metropolitan,5263
Kensington,2,u,410000,PI,Rendina,2016-06-27 00:00:00,4.2,3031,2,1,1,0,Melbourne,-37.7897,144.9228,Northern Metropolitan,5263
Kensington,2,u,425000,S,Rendina,2016-11-27 00:00:00,4.2,3031,2,1,1,0,Melbourne,-37.7966,144.9254,Northern Metropolitan,5263
Kensington,2,h,1211000,SP,Nelson,2016-11-27 00:00:00,4.2,3031,2,1,1,183,Melbourne,-37.7959,144.9342,Northern Metropolitan,5263
Kensington,2,u,506000,SP,Sweeney,2016-11-27 00:00:00,4.2,3031,2,1,1,0,Melbourne,-37.7952,144.9262,Northern Metropolitan,5263
Kensington,2,h,806000,S,Alexkarbon,2016-05-28 00:00:00,4.2,3031,2,1,1,173,Melbourne,-37.7959,144.9341,Northern Metropolitan,5263
Kensington,3,h,829000,S,Nelson,2016-05-28 00:00:00,4.2,3031,2,2,2,84,Melbourne,-37.7935,144.9187,Northern Metropolitan,5263
Kensington,2,h,786000,S,Biggin,2016-08-28 00:00:00,4.2,3031,2,1,0,149,Melbourne,-37.7908,144.9309,Northern Metropolitan,5263
Kensington,2,u,458000,S,Rendina,2016-07-30 00:00:00,4.2,3031,1,1,1,0,Melbourne,-37.7966,144.9254,Northern Metropolitan,5263
Kew,3,h,1635000,S,Jellis,2016-09-03 00:00:00,5.6,3101,3,1,2,396,Boroondara,-37.8102,145.0451,Southern Metropolitan,10331
Kew,2,h,4800000,S,Jellis,2016-09-03 00:00:00,5.6,3101,2,2,1,697,Boroondara,-37.812,145.0547,Southern Metropolitan,10331
Kew,2,u,562500,S,Reach,2016-12-03 00:00:00,5.6,3101,2,2,1,0,Boroondara,-37.8099,145.0606,Southern Metropolitan,10331
Kew,2,u,520000,VB,Jellis,2016-12-03 00:00:00,5.6,3101,2,1,1,0,Boroondara,-37.804,145.0347,Southern Metropolitan,10331
Kew,5,h,4350000,S,Marshall,2016-12-03 00:00:00,5.6,3101,5,3,2,853,Boroondara,-37.8151,145.0555,Southern Metropolitan,10331
Kew,3,h,1528500,SP,Fletchers,2017-03-04 00:00:00,5.6,3101,3,1,1,375,Boroondara,-37.8015,145.0505,Southern Metropolitan,10331
Kew,2,u,630000,PI,Marshall,2017-03-04 00:00:00,5.6,3101,2,1,2,91,Boroondara,-37.8003,145.0375,Southern Metropolitan,10331
Kew,4,h,1690000,S,RT,2017-03-04 00:00:00,5.6,3101,4,3,1,358,Boroondara,-37.8034,145.0283,Southern Metropolitan,10331
Kew,2,u,610000,SP,Nelson,2017-03-04 00:00:00,5.6,3101,2,1,1,745,Boroondara,-37.8024,145.0346,Southern Metropolitan,10331
Kew,3,h,1490000,S,Nelson,2017-03-04 00:00:00,5.6,3101,3,2,2,597,Boroondara,-37.8093,145.0299,Southern Metropolitan,10331
Kew,2,u,588000,S,Jellis,2016-06-04 00:00:00,5.6,3101,2,1,1,0,Boroondara,-37.8034,145.0369,Southern Metropolitan,10331
Kew,3,u,882000,S,Marshall,2016-06-04 00:00:00,5.6,3101,3,2,2,0,Boroondara,-37.8064,145.0182,Southern Metropolitan,10331
Kew,2,u,831000,S,Noel,2016-08-06 00:00:00,5.6,3101,2,1,1,0,Boroondara,-37.8117,145.0222,Southern Metropolitan,10331
Kew,4,h,2130000,S,Jellis,2016-08-06 00:00:00,5.6,3101,4,2,2,649,Boroondara,-37.802,145.036,Southern Metropolitan,10331
Kew,2,u,650000,VB,Fletchers,2016-08-06 00:00:00,5.6,3101,2,1,1,0,Boroondara,-37.8083,145.0382,Southern Metropolitan,10331
Kew,2,u,599000,S,Christopher,2016-08-06 00:00:00,5.6,3101,2,1,1,0,Boroondara,-37.8046,145.0375,Southern Metropolitan,10331
Kew,2,u,820000,S,Marshall,2016-08-06 00:00:00,5.6,3101,2,1,2,0,Boroondara,-37.8066,145.0211,Southern Metropolitan,10331
Kew,4,h,2200000,S,Marshall,2016-05-07 00:00:00,5.6,3101,4,1,2,735,Boroondara,-37.8028,145.0534,Southern Metropolitan,10331
Kew,4,h,3550000,VB,Jellis,2016-11-07 00:00:00,5.6,3101,4,3,4,992,Boroondara,-37.8046,145.0603,Southern Metropolitan,10331
Kew,2,h,1326000,S,Nelson,2016-11-07 00:00:00,5.6,3101,2,1,2,405,Boroondara,-37.8012,145.0361,Southern Metropolitan,10331
Kew,2,u,610000,S,hockingstuart,2016-11-07 00:00:00,5.6,3101,2,1,1,0,Boroondara,-37.8092,145.0366,Southern Metropolitan,10331
Kew,4,h,1950000,VB,Kay,2016-10-08 00:00:00,5.6,3101,3,2,2,400,Boroondara,-37.8147,145.0438,Southern Metropolitan,10331
Kew,3,h,1875000,S,Noel,2016-09-10 00:00:00,5.6,3101,3,2,2,426,Boroondara,-37.8012,145.0514,Southern Metropolitan,10331
Kew,5,h,2850000,S,RT,2016-09-10 00:00:00,5.6,3101,5,2,2,815,Boroondara,-37.8118,145.035,Southern Metropolitan,10331
Kew,4,h,2550000,S,Jellis,2016-09-10 00:00:00,5.6,3101,4,2,2,603,Boroondara,-37.8095,145.0391,Southern Metropolitan,10331
Kew,3,h,1878000,SP,Jellis,2016-09-10 00:00:00,5.6,3101,3,2,1,392,Boroondara,-37.8081,145.0263,Southern Metropolitan,10331
Kew,4,h,1910000,PI,Bekdon,2016-12-10 00:00:00,5.6,3101,4,3,2,277,Boroondara,-37.8007,145.0374,Southern Metropolitan,10331
Kew,3,h,1410000,S,Jellis,2016-12-10 00:00:00,5.6,3101,3,1,2,304,Boroondara,-37.8023,145.0404,Southern Metropolitan,10331
Kew,2,u,515000,S,hockingstuart,2016-12-10 00:00:00,5.6,3101,2,1,1,743,Boroondara,-37.8017,145.0445,Southern Metropolitan,10331
Kew,3,h,2310000,S,Walsh,2016-12-10 00:00:00,5.6,3101,3,1,2,782,Boroondara,-37.8107,145.0219,Southern Metropolitan,10331
Kew,2,h,890000,S,Jellis,2016-12-10 00:00:00,5.6,3101,2,1,1,0,Boroondara,-37.8128,145.0588,Southern Metropolitan,10331
Kew,3,h,1668000,S,Caine,2017-02-11 00:00:00,5.6,3101,3,2,2,289,Boroondara,-37.8048,145.0303,Southern Metropolitan,10331
Kew,4,h,2315000,S,Marshall,2017-03-11 00:00:00,5.6,3101,4,2,0,364,Boroondara,-37.8125,145.043,Southern Metropolitan,10331
Kew,3,t,800000,S,LITTLE,2016-11-12 00:00:00,5.6,3101,3,2,2,848,Boroondara,-37.796,145.0324,Southern Metropolitan,10331
Kew,2,h,1950000,S,Marshall,2016-11-12 00:00:00,5.6,3101,2,1,4,596,Boroondara,-37.8146,145.0419,Southern Metropolitan,10331
Kew,5,h,4850000,S,Caine,2016-11-12 00:00:00,5.6,3101,5,4,4,957,Boroondara,-37.8112,145.057,Southern Metropolitan,10331
Kew,3,h,2770000,S,Marshall,2016-08-13 00:00:00,5.6,3101,3,3,4,1197,Boroondara,-37.8168,145.056,Southern Metropolitan,10331
Kew,6,h,6500000,S,Jellis,2016-08-13 00:00:00,5.6,3101,6,6,3,1334,Boroondara,-37.8029,145.0267,Southern Metropolitan,10331
Kew,2,u,580000,PI,Nelson,2016-08-13 00:00:00,5.6,3101,2,1,1,0,Boroondara,-37.8071,145.0243,Southern Metropolitan,10331
Kew,2,u,525000,PI,Fletchers,2016-05-14 00:00:00,5.6,3101,2,1,1,0,Boroondara,-37.8054,145.0373,Southern Metropolitan,10331
Kew,3,h,1905000,S,Abercromby's,2016-05-14 00:00:00,5.6,3101,4,2,2,591,Boroondara,-37.812,145.0268,Southern Metropolitan,10331
Kew,2,u,478000,S,Fletchers,2016-05-14 00:00:00,5.6,3101,1,1,1,0,Boroondara,-37.7997,145.0304,Southern Metropolitan,10331
Kew,2,u,672000,S,RT,2016-10-15 00:00:00,5.6,3101,2,1,1,0,Boroondara,-37.8108,145.0545,Southern Metropolitan,10331
Kew,4,h,2286000,S,Jellis,2016-10-15 00:00:00,5.6,3101,4,3,2,712,Boroondara,-37.8034,145.0527,Southern Metropolitan,10331
Kew,3,h,1575000,PI,Marshall,2016-10-15 00:00:00,5.6,3101,3,2,2,397,Boroondara,-37.8013,145.0335,Southern Metropolitan,10331
Kew,2,u,590000,SP,Jellis,2016-10-15 00:00:00,5.6,3101,2,1,1,0,Boroondara,-37.805,145.0294,Southern Metropolitan,10331
Kew,2,u,765000,S,Marshall,2016-10-15 00:00:00,5.6,3101,2,1,2,0,Boroondara,-37.8066,145.0211,Southern Metropolitan,10331
Kew,2,h,1507000,S,Jellis,2016-10-15 00:00:00,5.6,3101,2,1,2,667,Boroondara,-37.8007,145.0327,Southern Metropolitan,10331
Kew,3,h,972500,S,Jellis,2016-04-16 00:00:00,5.6,3101,3,2,2,0,Boroondara,-37.7925,145.0389,Southern Metropolitan,10331
Kew,2,t,672000,S,Nelson,2016-09-17 00:00:00,5.6,3101,2,1,1,0,Boroondara,-37.8094,145.0446,Southern Metropolitan,10331
Kew,4,h,2350000,VB,Jellis,2016-09-17 00:00:00,5.6,3101,4,2,2,861,Boroondara,-37.8047,145.0534,Southern Metropolitan,10331
Kew,4,h,1312000,PI,RT,2016-09-17 00:00:00,5.6,3101,4,2,1,687,Boroondara,-37.8096,145.0529,Southern Metropolitan,10331
Kew,2,u,890000,S,Jellis,2016-09-17 00:00:00,5.6,3101,2,2,1,89,Boroondara,-37.8148,145.0571,Southern Metropolitan,10331
